Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iphone 11,Black,Estella Nyandwi,5,Completely Satisfied,"Reviewed in the United States on May 22, 2020","My phone was delivered before the promised date, well packaged and just what I ordered. I have since set it up and it is running magnificently. I absolutely am so delighted with my phone"
iphone 11,Black,Amy De Angelis,5,!!!!A MUST BUY!!!!!,"Reviewed in the United States on January 27, 2021",I was a little skeptical about buying an iPhone off of amazon but Ia??m super happy with this phone it was brand new and came with a full battery. It was very easy to set up...and it is fully unlocked so you can get any type of phone carrier you want. De
iphone 11,Black,Army Dude,5,I love this phone e???,"Reviewed in the United States on June 3, 2020","I love it so much!! Definitely an upgrade for sure i had the iPhone 8 previously ! It was about $100 cheaper than the apple website!! A few people mentioned in there reviews that they received a screen protector with there phone but i did not, it did com"
iphone 11,Black,User,1,Don't hesitate! Buy it... It's great,"Reviewed in the United States on October 15, 2021","Hi everyone. This phone is the biggest amazon purchase I've made and I don't regret it! I was hesitant at first after reading some horrible reviews about other phones online, but this hasn't disappointed me yet. The phone arrived in excellent condition- "
iphone 11,Black,brenda,1,Buena compra,"Reviewed in the United States on November 28, 2021","Este es mi tercer equipo renovado comprado en amazon , y no me ha decepcionado.
Fisicamente el equipo en excelentes condiciones, 0 rayones, trae el protector de pantalla puesto (tenia un globito pero algo diminuto)
El telefono es muy rapido, la bateria v"
iphone 11,Black,Miriam R,1,2nd time getting a faulty phone from hybrid IT my 1st experience was great so disappointing .,"Reviewed in the United States on June 8, 2021","I purchased the iPhone 11 from Hybrid IT a week ago , it arrived on time . As with any renewed phone I check to make sure everything is working , Cameras , Face recognition , Speakers . Everything was looking good then I went to see if the wireless charg"
iphone 11,Black,PdxCupcake,1,The phone Sucks The company sucks,"Reviewed in the United States on September 25, 2021",I bought this phone for $700 a couple of months after Apple released the iPhone 11. This phone worked right for maybe 4-5 months. Now every 30 minutes it disables because the temperature is too hot. My phone loses connection every 30 minutes no matter ho
iphone 11,Black,CarrieM,1,"At first, I was a little skeptical...","Reviewed in the United States on July 29, 2020","I love ittttt! I was a little skeptical at first, but I love this phone! It came with a charger, and it came in a day early!"
iphone 11,Black,Kenisha,1,Dona??t waste your time on this phone doesna??t work right,"Reviewed in the United States on November 8, 2021",The phone keeps on turning off and on over and over on its own when I open an app it keeps turning off and on over and over. Not worth buying. Returning the phone
iphone 11,Black,Srikanth,5,"Connectivity Issues, Random Restarts, and Touch Screen Problems","Reviewed in the United States on June 16, 2021","After having this iphone 11 for just 3 days, I've come to realize that there are issues with the phone that were not addressed before it was sent to me. After fully resetting and updating the phone, checking the sim card with my service provider, and eve"
iphone 11,Black,Jaime,5,"10 stars, get you this phone","Reviewed in the United States on October 22, 2020","If there is ever a phone I was ever so pleased with, ita??s this one. I got it during quarantine time because I had accidentally put my old phone in the washer. Anyway, this phone is excellent for a refurbished. From face recognition, battery life span, "
iphone 11,Black,Chuy,1,It's Fantastic,"Reviewed in the United States on August 27, 2021",I Love This Phone To Be a Renewed Phone It's Awesome. For Almost $700 it's A Great Buy.
iphone 11,Black,Michele M.,1,Amazing!!!,"Reviewed in the United States on September 2, 2020",Phone came in amazing shape. It didna??t come in ita??s original Apple box which is fine and it didna??t come with the original apple charger which is also okay! It still came with a nice lengthy charger regardless. The phone has 100% battery capacity an
iphone 11,Black,Xenomy,5,Buyer beware,"Reviewed in the United States on September 4, 2020",Buyer beware... be very careful buying these refurbished phones. I received mine which was supposed to be able to be used on T-Mobile's network. I took it into the store to link it to my plan and was informed that it could not be used because it is curre
iphone 11,Black,Veronica L.,5,"International version, do not buy in US!","Reviewed in the United States on April 14, 2020","Purchased this only to have the speaker go out in 4 months ( fitting since the seller ""warranty"" window is 3 months). Took it to best buy and they wouldn't work on it because it is an international version. Now I have to either pay $600 to fix a non-us v"
iphone 11,Black,brenda,4,iPhone 11. WONDERFUL!,"Reviewed in the United States on October 27, 2020",Absolutely wonderful product. Bought refurbished from Amazon warehouse. Looks and performs as brand new. Fantastic. The product arrived one day earlier than promised.
iphone 11,Black,Katherine,5,Phew!,"Reviewed in the United States on February 26, 2022",I was pretty worried about getting a refurbished phone off of amazon but this is definitely worth the buy! It doesna??t come in the Apple box or has earphones but the phone is in amazing condition! It looks brand new and has full battery capacity but als
iphone 11,Black,Grnj,5,iPhone,"Reviewed in the United States on March 5, 2020",Good phone for the price
iphone 11,Black,David K,1,Great Buy,"Reviewed in the United States on January 5, 2021","I was skeptical lol, but the phone arrived in 2 days via FedEx. There are no scratches or any sign of wear. It came with 86% charge and fully unlocked. I was able to switch my sim from my android to the iPhone with no problem. I am beyond satisfied with "
iphone 11,Black,Brett,4,Pretty Good Buy,"Reviewed in the United States on February 25, 2022","So far so good, I have only had the phone a few days, the delivery process went smoothly. The phone did look fairly new the only give away was that it did not come in the apple box and I did not receive an original apple charger to use with it, but I pur"
iphone 11,Black,Kita,1,Do not buy!,"Reviewed in the United States on September 20, 2021","First This phone is not unlocked, so that is a lie, it will no work with Verizon, and then it is shipped with fedex! FedEx is not reliable! The phone was supposed to be here 2 weeks ago, still a not here! Just buy a new phone and save yourself a lot of t"
iphone 11,Black,Sammy Says,1,Ita??s alright .,"Reviewed in the United States on September 10, 2021","I got this phone earlier than the estimated time which was nice cause I really needed a new phone. Everything works fine, was refurbished gr8tly. However, the whole purpose of looking for a phone was to make sure it was unlocked through any carrier. I go"
iphone 11,Black,Christian,1,"DON'T WASTE YOUR TIME - No replacement, just refund.","Reviewed in the United States on July 30, 2020","It came defective in certain parts of the screen - it didn't feel the touch. I could not even enter my Apple ID because it didn't catch certain letters from the keyboard, especially the ""o"".
For that reason, I couldn't pass the factory settings to check "
