,Unnamed: 0,Unnamed: 0.1,title,Sentiment,Noun_Word
224,224,367,iam from north east  we assure uwe r very happy with the decision of scrapping  article     its cute that u liberals are suddenly so concerned about us but no need dear we never needed ur concernnor do we need it now   twittercomvikramchandra    …,1,"['iam', 'north', 'uwe', 'r', 'decision', 'article', 'cute', 'u', 'liberals', 'need', 'dear', 'concernnor', 'twittercomvikramchandra']"
225,225,368,divide  rule was policy of fake secularists who wanted  article       to stay good riddance,1,"['rule', 'policy', 'secularists', 'article', 'riddance']"
226,226,369,but uncs has already slapt you tight on your dirty and begger face by saying that  article     and kashmir  is a internal matter of indiaimran you are misleading your own people only to save your terrorists friends but this is newindia  who will beat you in every parameters,0,"['uncs', 'dirty', 'begger', 'article', 'matter', 'indiaimran', 'people', 'terrorists', 'friends', 'newindia', 'parameters']"
227,227,370,why  indianliberals r so  hypocratin the name of godse they create hatemongering abt all hindus  picturise them as villainabolishing  article     is injustice to  tat they dont even stop giving hate speech abt their own countrytotalpakban,0,"['indianliberals', 'r', 'hypocratin', 'name', 'godse', 'villainabolishing', 'article', 'injustice', 'tat', 'hate', 'speech', 'countrytotalpakban']"
228,228,372,most of indians equate china with pakistan anything that goes against china is good they view hong kong protest as pain for china nothing in terms of fight for rights,1,"['indians', 'china', 'pakistan', 'china', 'hong', 'kong', 'protest', 'pain', 'china', 'terms', 'fight', 'rights']"
229,229,374,sagarika ghose shares an old report to insinuate that the army is using brutal measures to suppress rebellion in kashmir after abrogation of  article      opindia news       …,0,"['shares', 'report', 'army', 'measures', 'rebellion', 'kashmir', 'abrogation', 'article', 'opindia', 'news']"
230,230,379,it was hindu genocide in muslims wanted to creat islamic statenow situation is completely different only  of kashmiri muslims wants to creat problem rest  of us welcome decision of goi on removal of  article    kashmirissue,1,"['hindu', 'genocide', 'muslims', 'statenow', 'situation', 'muslims', 'problem', 'rest', 'decision', 'goi', 'removal', 'article', 'kashmirissue']"
231,231,381,even if india gives rolls royce to each of this guy in valley you cant buy peace with when you are engaging with a bully be a bigger one the establishment is trying to guilt trap rw on  article     lets not fall in to it,1,"['india', 'rolls', 'royce', 'guy', 'valley', 'peace', 'bully', 'one', 'establishment', 'trap', 'article']"
232,232,382,jaichands are within ours what they are saying keep close eye on them whole country watching incindia  leaders  listening their statements since day one after  article     abrogation,1,"['jaichands', 'eye', 'country', 'incindia', 'leaders', 'statements', 'day', 'article', 'abrogation']"
233,233,383,half baked knowledgeits  article     not section    and it was a temporary clause please study more before you start barking   twittercomhasanminhajst    …,1,"['knowledgeits', 'article', 'clause', 'twittercomhasanminhajst']"
234,234,384,lol indian jingoists had their hearts bleeding for ptm and relished those bbc reports but are now terming every international media outlet as antiindian today pak jingoists have their hearts bleeding for  article     but are ok with gbs state subject laws being scrapped   twittercomseckermanista    …,1,"['jingoists', 'hearts', 'reports', 'media', 'outlet', 'today', 'pak', 'jingoists', 'hearts', 'article', 'gbs', 'state', 'laws', 'twittercomseckermanista']"
235,235,387,if this  article     would have been removed before election what do you think about  ndtv statement  congres statement intellectual within country like  response  it would have been icing on cake for them such a black spotamritabhinder  ,1,"['article', 'election', 'ndtv', 'statement', 'congres', 'statement', 'country', 'response', 'cake', 'spotamritabhinder']"
236,236,388,bjp was demanding abrogation of art   from the moment it was introduced in the constitution many sacrifices were given this coincidence of venkaiya ji fighting against     presiding over rajyasabha deliberating on abrogation of the  article       is very appropriate,1,"['bjp', 'abrogation', 'art', 'moment', 'constitution', 'sacrifices', 'coincidence', 'rajyasabha', 'abrogation', 'article']"
237,237,390,currently no state has issued official statement that revoking of  article     is indian internal matter  all such statements circulating on internet are byproduct of indian propaganda machines    googlecomampswwwpaki    …,0,"['state', 'statement', 'article', 'matter', 'statements', 'internet', 'byproduct', 'propaganda', 'machines', 'googlecomampswwwpaki']"
238,238,392,kashmir was never a part of india it was with you due to  article     which has been   cancelednow    kashmir is not under an agreement with you freedom is their right and they will surely excercise their right now kashmir is going to be free now along with khalistan,1,"['kashmir', 'part', 'india', 'article', 'agreement', 'freedom', 'right', 'right', 'kashmir', 'khalistan']"
239,239,397,when  article     was inserted through presidential note there was murmuring to take off after bjp president was elected without much external support needed  wonder why was not done before general elections to gain  more seats however nothing wrong in being circumspect,1,"['article', 'note', 'bjp', 'president', 'support', 'wonder', 'elections', 'seats']"
240,240,398,also thank god to  article     been revoked u porkis wont be doing anything illegal stuff in our kashmir and we shall proclaim our brother as our own once again after  years,1,"['god', 'article', 'u', 'stuff', 'kashmir', 'brother', 'years']"
241,241,401,congratulations for removing  article       sir we hope the new kashmir is beautiful and pollution free modi hain toh munkin hain,1,"['congratulations', 'article', 'sir', 'kashmir', 'pollution', 'hain', 'toh', 'hain']"
242,242,402,article     was most useful to pakistan it helped pakistan spread poisonous militancy and misery in kashmir   dailyoinlitepolitics    …,1,"['article', 'militancy', 'misery', 'dailyoinlitepolitics']"
243,243,403,lol fool doesn’t know what is the difference bw loc n working border n has turned his dp black   bet he won’t even know what is  article     n would have never ever heard about it before last week,1,"['fool', 'difference', 'bw', 'border', 'article', 'week']"
244,244,405,thanks to british parliamentarian on supporting to indian people for removal of  article       a,1,"['thanks', 'parliamentarian', 'people', 'removal', 'article']"
245,245,406,these images show pakistan is planning something sinister after india’s  article     move  theprint   theprintinopinionthese    …  via theprintindia,0,"['images', 'pakistan', 'india', 'article', 'theprint', 'theprintindia']"
246,246,407,article     was for indian puppet like mehbooba and abdullah  pakistan and huriyat leader never accepted  article     nor  they are interested the only thing was india was calling kashmir as an internal issue after scraping    today the world said its disputed territory that it,1,"['article', 'puppet', 'mehbooba', 'pakistan', 'leader', 'article', 'thing', 'india', 'issue', 'today', 'world', 'territory']"
247,247,408,which citizenship u r talking about  they are very much indiani strictly condemn the fascist unilateral application process of govt a state is completely blacked out overnight there was no clue even governor lied to revoking  article     without thinking of people ,0,"['citizenship', 'u', 'indiani', 'application', 'process', 'govt', 'state', 'clue', 'governor', 'article', 'thinking', 'people']"
248,248,410,article     congress legal cell supports modi govt says scrapping done in national interest  the financial express   financialexpresscomindianewsart    …,1,"['article', 'congress', 'cell', 'govt', 'interest', 'financialexpresscomindianewsart']"
249,249,413,the govt didnt actually scrap  article     a law professor explains what really happened   huffingtonpostinentryarticle    …,1,"['govt', 'article', 'law', 'professor', 'huffingtonpostinentryarticle']"
250,250,416,lol pakistan never accepted provisions of  article     and  in the first place so why is charsi khan wriggling on abrogation of what he never accepted ,1,"['provisions', 'article', 'place', 'khan', 'abrogation']"
251,251,417,let me share some general knowledge to youeven before abrogation of  article     governance and control in kashmir was responsibility of india and even after that    gone still remains  with indianow please reread your tweet,1,"['knowledge', 'youeven', 'abrogation', 'article', 'governance', 'control', 'kashmir', 'responsibility', 'india', 'indianow', 'tweet']"
252,252,419,over  writers and cultural activists on friday slammed the central governments decision to revoke  article      indiatodayinindiastorymo    …,1,"['writers', 'activists', 'friday', 'governments', 'article', 'indiatodayinindiastorymo']"
253,253,420,people who are supporting  article       and  talking in pak time are traitors and not fit to be indians,1,"['people', 'article', 'pak', 'time', 'traitors', 'indians']"
254,254,421,article     the indians celebrating kashmirs new statuslike u did when china invaded india   bbccouknewsworldasi    …,1,"['article', 'indians', 'kashmirs', 'statuslike', 'u', 'china', 'india', 'bbccouknewsworldasi']"
255,255,422,i  respect you for your deep understanding and true spirit while answerin many issues like triple  talak   article      etc etc,1,"['understanding', 'spirit', 'issues', 'talak', 'article']"
256,256,423, adityarajkaul  post the abrogation of  article     i have seen you as a citizen as a person and as an individual that you are the happiest person from kashmir and the most responsive of all in india to respond in twitter congrats to you and all kashmiri pandits for this victory,1,"['adityarajkaul', 'abrogation', 'article', 'citizen', 'person', 'individual', 'person', 'kashmir', 'india', 'twitter', 'congrats', 'kashmiri', 'pandits', 'victory']"
257,257,425,modi govt will regret their decision of revoking  article     as they oppress kashmir cause the more it will gain momentum,1,"['govt', 'decision', 'article', 'kashmir', 'momentum']"
258,258,427,in fact none of world leaders opposed the scrapping of  article     by india what are you howling at no listeners to your fake news,0,"['fact', 'none', 'world', 'leaders', 'scrapping', 'article', 'india', 'listeners', 'news']"
259,259,429,plea moved with indian sc challenging repeal of  article       bangladeshtimesofnewscompleamovedwit    …,1,"['plea', 'repeal', 'article', 'bangladeshtimesofnewscompleamovedwit']"
260,260,432,yesterdays unsc closedoor meet about  article     issue shows that russia will stand for us in any critical issuesour un diplomat akbaruddinindia  you gave such a intelligent speech in press meet  great sir ,1,"['unsc', 'closedoor', 'article', 'issue', 'russia', 'issuesour', 'un', 'diplomat', 'speech', 'press', 'meet', 'sir']"
261,261,433,pakistan do something on  article    le other countriespakhumiliated ,0,"['pakistan', 'article', 'countriespakhumiliated']"
262,262,434,this liberals have some mental problems  i am sure  can you imagine my school friends are cursing me in front of bangladeshis and pakistanis  since they feel i am supporting two gujju baniyas   article     removal is a gujarati business hidden agenda  just see their level ,1,"['liberals', 'problems', 'school', 'friends', 'front', 'bangladeshis', 'pakistanis', 'article', 'removal', 'gujarati', 'business', 'agenda', 'level']"
263,263,435,haha bcz congress was in khushfami ki we are permanent rulers of india n even if someone comes in between to rule for  years he will not have guts to remove  article           …,1,"['bcz', 'congress', 'khushfami', 'rulers', 'india', 'years', 'guts', 'article']"
264,264,437,revocation of  article     is a slap on liberals who always made mountain out of molehill from two nations theory with the rise of fascist bjp muslims living in india are forced to live under the looming threat of torture lynching on petty allegations narendramodi  amitshah,0,"['revocation', 'article', 'slap', 'liberals', 'mountain', 'molehill', 'nations', 'theory', 'rise', 'bjp', 'muslims', 'india', 'threat', 'torture', 'lynching', 'allegations', 'amitshah']"
265,265,438,revoking  article     is not just a bjp policy recasting india as a hindu rashtra is the essence of its project  it’s why it has always sought power tim robertson   on the past week in kashmir   ramodikashmirandtheremakingofindia   …,0,"['article', 'bjp', 'policy', 'india', 'hindu', 'rashtra', 'essence', 'project', 'power', 'tim', 'week', 'ramodikashmirandtheremakingofindia']"
266,266,440,you can fool all the people some of the time and some of the people all the time but you cannot fool all the people all the time  abraham lincolnthis will busy indian lie on indian occupied kashmir being peaceful after the abolishment of  article    ,1,"['people', 'time', 'people', 'time', 'people', 'time', 'abraham', 'lincolnthis', 'lie', 'kashmir', 'abolishment', 'article']"
267,267,441,r u sure where the hell was your feeling for kashmiri pandit who was killed in  i am also kashmiri pandit i am happy about removing  article     you are looser so do your chennai ndtv pakistani supporter,1,"['hell', 'feeling', 'pandit', 'pandit', 'article', 'chennai', 'ndtv', 'supporter']"
268,268,443, pchidambaramin  you fool  article    was imposed on kashmir just to remove all hindus from there  make a totally muslim state under gazvehind plan by a betrayer  who betrayed this country also killer of more than  people,1,"['pchidambaramin', 'fool', 'article', 'kashmir', 'hindus', 'state', 'gazvehind', 'plan', 'betrayer', 'country', 'killer', 'people']"
269,269,444,kisi positive news par bhi koi comment kar liya karo mr gandhican u justify your oppose on  article    you were not able to deliver a speech in the parliamentwhat kind of incompetent leader you are,1,"['news', 'par', 'bhi', 'koi', 'comment', 'kar', 'karo', 'gandhican', 'u', 'oppose', 'article', 'speech', 'kind', 'leader']"
270,270,445, deshobhaa  changes stand from  of plebiscite in kashmir to situation has changed in  and stands with indian govt on abrogation of  article     and is a bold step in the right direction sardesairajdeep,1,"['deshobhaa', 'changes', 'plebiscite', 'kashmir', 'situation', 'govt', 'abrogation', 'article', 'step', 'direction', 'sardesairajdeep']"
271,271,446,in   article   written in indian constitution under  article     by our pm on presidential order which offers special statusin   article   has been removed from    via same presidential orderif  to be followed then what did in  was also wrong,0,"['article', 'constitution', 'article', 'pm', 'order', 'article']"
272,272,447,happy independence dayfreedom jammu and kasmir article     and salute our pm modi gand home minister amit shah gcongratulations all indian,1,"['independence', 'dayfreedom', 'jammu', 'kasmir', 'article', 'pm', 'home', 'minister', 'amit']"
273,273,448,madam  why are you so frustrated after  article     is removed from jammu n kashmir  please tell me if any one thing that helped people of jk when  article  was in place except the  big stalwart family please reply me in context to the people of jk,0,"['madam', 'article', 'jammu', 'thing', 'people', 'article', 'place', 'family', 'context', 'people']"
274,274,451,great piece of analysis on the history of kashmir in the context of  article       dnaindiacomanalysiscolum    …,1,"['piece', 'analysis', 'history', 'kashmir', 'context', 'article', 'dnaindiacomanalysiscolum']"
275,275,453, manojladwa  jeremycorbyn  younglabouruk  labourpress   looks like jc don’t have clue  article     is india internal matter where as un didn’t interfere on this how come jc does because of vote bank politics so cheap   twittercomenglishbahen    …,1,"['jeremycorbyn', 'younglabouruk', 'labourpress', 'jc', 'clue', 'article', 'india', 'matter', 'jc', 'vote', 'bank', 'politics']"
276,276,457,the abrogation of  article      will give rise to further escalation of anti india demonstration and militancy in the region and this bloody bloodshed will continue in the valleymy heart goes to those kashmiris and security forces who has lost their life in the valley,0,"['abrogation', 'article', 'rise', 'escalation', 'india', 'demonstration', 'militancy', 'region', 'bloodshed', 'valleymy', 'heart', 'kashmiris', 'security', 'forces', 'life', 'valley']"
277,277,458, kashmirwithmodi today in the true sense is india united longstanding concerns of the people of jammu  kashmir and ladakh are finally being addressed with the end of  article     many discriminatory practices too came to an end via namo app,1,"['kashmirwithmodi', 'today', 'sense', 'india', 'concerns', 'people', 'jammu', 'kashmir', 'ladakh', 'end', 'article', 'practices', 'end', 'namo', 'app']"
278,278,459, kashmirwithmodi  article     and  gave terrorism separatism dynasty politics corruption to jk pakistan used it to destabilise the region  people had to give up their lives due to the toxic situation these articles created says pmvia namo app,0,"['article', 'terrorism', 'separatism', 'dynasty', 'politics', 'corruption', 'region', 'people', 'lives', 'situation', 'articles', 'namo', 'app']"
279,279,460,    a debate which clearly explains the meaning of  article     and its provisions,1,"['debate', 'meaning', 'article', 'provisions']"
280,280,462, soniadontdevide  congress is trying to make the national issue of  article     as hindu muslim issue and supporting pakistans cause,1,"['soniadontdevide', 'congress', 'issue', 'article', 'issue', 'cause']"
281,281,465,not at all the very first false fact he spitted out is section    hilarious its  article    ,1,"['fact', 'section', 'article']"
282,282,467,even before abolishing  article     there was sharia law for kashmiri women where as muftis daughter enjoyed total freedom ,1,"['article', 'law', 'women', 'daughter', 'freedom']"
283,283,470,even when video evidence is provided to you you choose to remain delusional if u think un meeting was successful for u pls tell why no official action has been taken against india for removing  article     no changes in indias decision since you complained and cried lol,1,"['video', 'evidence', 'u', 'un', 'meeting', 'u', 'action', 'india', 'article', 'changes', 'indias', 'decision', 'lol']"
284,284,472,article     was the agreement under which kashmir chose to ascend to india until the kashmiris decided their own fate india has been misruling kashmir for  years denying the kashmiris plebiscite  now that art    gone india is occupying kashmir  kashmir  twittercomravintrakrust    …,1,"['article', 'agreement', 'india', 'kashmiris', 'fate', 'india', 'kashmir', 'years', 'kashmiris', 'plebiscite', 'art', 'india', 'twittercomravintrakrust']"
285,285,473,see the mockery of challenging    aniani hearing on a petition challenging abrogation of  article     in supreme court what is this petition this is simply not maintainable what kind of petition is this cji ranjan gogoi asks ml sharma  ,1,"['mockery', 'aniani', 'petition', 'abrogation', 'article', 'court', 'petition', 'kind', 'petition', 'cji', 'ranjan']"
286,286,474,where are nationalist bhakts who were shouting one nation one flag after  article     was scrapped this is nagaland today  celebrating their independenceday  with their own flag and own anthem  kiski sarkar hai nagaland mein bhaiyo beheno  pictwittercomwtajjeaoln,1,"['bhakts', 'nation', 'flag', 'article', 'today', 'independenceday', 'flag', 'anthem', 'kiski', 'sarkar', 'nagaland', 'pictwittercomwtajjeaoln']"
287,287,475,worldwide news channel bbc  is spreading fake news on kashmir that there were huge protests after removal of  article     so our government banned such channels for  daysi think bbc should be permanently bannedmeaindia  narendramodi  prashantbaluni  prakashjavdekar ,0,"['news', 'channel', 'news', 'kashmir', 'protests', 'removal', 'article', 'government', 'channels', 'daysi', 'bannedmeaindia', 'narendramodi', 'prakashjavdekar']"
288,288,477,good move by our government in removing  article    lets celebrate  august and have our tri colour flying across jk,1,"['move', 'government', 'article', 'august', 'colour', 'jk']"
289,289,478,pak  trying different way to sabotage indias image after decision scrapping of   article     using social media fake narrative ,0,"['pak', 'way', 'indias', 'image', 'decision', 'scrapping', 'article', 'media', 'narrative']"
290,290,479,bbc news   article     what happened with kashmir and why it matters   bbccomnewsworldasi    …      indian media never shown all these  not showing the real picture of a part media rather serves the ruling party not people of india and the nation  indian media is failing india,1,"['bbc', 'news', 'article', 'kashmir', 'media', 'picture', 'part', 'media', 'party', 'people', 'india', 'nation', 'media', 'india']"
291,291,483,article     removal will result in end of terrorism in kashmir amit shah  india news  times of india   timesofindiaindiatimescomindiaarticle    …  amitshah  your tiny brain has no ability to reason does it shit just is you dont know why but blah,0,"['article', 'removal', 'end', 'terrorism', 'amit', 'india', 'news', 'times', 'india', 'timesofindiaindiatimescomindiaarticle', 'amitshah', 'brain', 'ability']"
292,292,484,we are deeply moved by this except for the bjp spokesperson on kashmir affairs we did not meet a single person who supported the indian government’s decision to abrogate  article    ,0,"['bjp', 'spokesperson', 'affairs', 'person', 'government', 'decision', 'article']"
293,293,486,what kind of petition is this sc on  article         ,1,"['kind', 'petition', 'sc', 'article']"
294,294,488,hey hrinivaseven if there is an iota of truth in it dont you know that kashmir is boiling since we have seen and tolerated  article     for  years and bore the brunt now is the time for abrogation and our govt has done the right thing for common people,0,"['iota', 'truth', 'kashmir', 'article', 'years', 'brunt', 'time', 'abrogation', 'govt', 'thing', 'people']"
295,295,489,only dynasts have prospered using  article     whereas native kashmiris were reeling under poverty  iam sure the valley will regain its glory under dynamic leadership of narendramodi  ji kashmir was is and will always be an integral part of india  jai hind bharat maata ki jai,1,"['dynasts', 'article', 'kashmiris', 'poverty', 'iam', 'valley', 'glory', 'leadership', 'narendramodi', 'ji', 'kashmir', 'part', 'hind', 'jai']"
296,296,490,how pakistan fails in unsc meeting to discuss kashmir issue pakistan wants kashmir solves as per un unders and it happen so i think india fails to revoke  article    ,0,"['pakistan', 'meeting', 'issue', 'pakistan', 'kashmir', 'unders', 'india', 'article']"
297,297,492,  article    i wonder why not a single person from the indian opposition and liberal media have demanded that an all party delegation should be allowed to visit pok gilgit and baltistan kashmir to woh bhi hai ,1,"['article', 'person', 'opposition', 'media', 'party', 'delegation', 'pok', 'gilgit', 'kashmir']"
298,298,493,dear vikram let me tell you when  article     was scrapped there were celebrations in ne  which world do you live in    twittercomvikramchandra    …,1,"['vikram', 'article', 'celebrations', 'world']"
299,299,494,these images show pakistan is planning something sinister after india’s  article     move  theprint   theprintinopinionthese    …  via theprintindia,0,"['images', 'pakistan', 'india', 'article', 'theprint', 'theprintindia']"
300,300,497,your example is wrong  kashmir people liked to be part of national mainstream but nehru and sheikh abdullah wanted them to be kept away from it and  article     was introduced for this purpose by the way are u really an indian  your tweets create serious doubts    twittercompjkanojiastat    …,0,"['example', 'people', 'part', 'mainstream', 'nehru', 'sheikh', 'article', 'purpose', 'way', 'tweets', 'doubts', 'twittercompjkanojiastat']"
301,301,498,u are great leader ram madhav ji im ur fan cooler ac,1,"['u', 'leader', 'ram', 'madhav', 'fan', 'cooler', 'ac']"
302,302,499,decide what how to wipe off fellow kashmiris  pandits from their land being in a foreign country  sharing dining table with sharuk khan  wearing a coat and tie cannot be a qualification to talk about  article    ,0,"['kashmiris', 'pandits', 'land', 'country', 'dining', 'table', 'sharuk', 'khan', 'coat', 'tie', 'qualification', 'article']"
303,303,501,life after  article     who is not happy jung hogi kashmir industry       via youtube   ,0,"['life', 'article', 'jung', 'industry']"
304,304,504,pbmehta  we can debate the constitutionality of voiding  article     but no matter which side you’re on the specter of the indian legal system abdicating responsibility to protect the liberties of ordinary indians should alarm us all kashmir  indianexpresscomarticleopinio    …,0,"['constitutionality', 'article', 'side', 'specter', 'system', 'responsibility', 'liberties', 'indians']"
305,305,506,   corrupt disgruntled disoriented headless cong is shocked to see  article     a was passed by both rajyalok sabha by majority vote under their nose which they never thought it was big kik slap on the face of deshdrohi  tukure tukure gangjai h,0,"['cong', 'article', 'rajyalok', 'sabha', 'majority', 'vote', 'nose', 'kik', 'slap', 'face', 'tukure', 'tukure', 'gangjai', 'h']"
306,306,508,what type of freedom you now need  you blame india for what for  article     or for your poverty or for you are facing inferiority complex you and your predecessors are responsible for making your country a heaven for terrorists you people do not teach good culture to children   twittercomimrankhanptis    …,1,"['type', 'freedom', 'india', 'article', 'poverty', 'inferiority', 'complex', 'predecessors', 'country', 'heaven', 'terrorists', 'people', 'culture', 'children']"
307,307,510,article     removal is the hot topic all around the world and western and eastern media giants where busy about thisjkdebate,1,"['article', 'removal', 'topic', 'world', 'media', 'giants', 'thisjkdebate']"
308,308,513,a factfinding team spent five days in kashmir after  article     was nullified   huffingtonpostinentrykashmir    …                ,0,"['team', 'days', 'kashmir', 'article', 'huffingtonpostinentrykashmir']"
309,309,514,again a pakistani troll who forgets to mention that  article     was temporary again a troll for talking about culture of kashmir wherein hindu pandits were driven out enmass to bring about a muslim majority state so much hipocracy makes u want to throw up,1,"['troll', 'article', 'troll', 'culture', 'kashmir', 'hindu', 'pandits', 'majority', 'state', 'hipocracy', 'u']"
310,310,518,every muslim journalist or writer from india out there are writing in support of pakistan regarding  article     removal its pretty clear whose side they are on,1,"['journalist', 'writer', 'india', 'support', 'pakistan', 'article', 'side']"
311,311,520, families livelihood will get impacted due to  article     abrogation  so so true  inc  sonia gandhi filled up their coffers for so long now they are hurting immensely and we can understand your frustration ,1,"['families', 'livelihood', 'article', 'abrogation', 'inc', 'gandhi', 'coffers', 'frustration']"
312,312,521,ok lets talk some rationality how it became iks blunder when india in their own parliament abrogated  article     what are options now war ,1,"['rationality', 'blunder', 'india', 'parliament', 'article', 'options']"
313,313,522,blatant lie   proposal was trashed and a closed door meeting of  members only where all except   supported a bilateral dialogue for peaceful resolution of the matter   stand was is and remains that  article     an internal matter and terror and talk can’t go together,0,"['lie', 'proposal', 'door', 'meeting', 'members', 'dialogue', 'resolution', 'matter', 'article', 'matter', 'terror', 'talk']"
314,314,523,i wonder how much kashmir  india does he even knows about advocating separation kashmir from india really kashmir got freedom the day  article     was abolished but that cannot be digested by many for obvious reasons for him kashmir is a content for his standup act,1,"['india', 'separation', 'kashmir', 'freedom', 'day', 'article', 'reasons', 'content', 'standup', 'act']"
315,315,524,pellets has been fired from security forces which also huts many people since modification on  article     who is responsible for that,1,"['pellets', 'security', 'forces', 'people', 'modification', 'article']"
316,316,525, sagarikaghose   r u indian have u known chinas policywhat r u talking thenr u out of your mind every indian must support the decision on  article      ahow could u say like thatmust feel some shamejo sahi hai vo sahi haimatter closed   twittercomsagarikaghose    …,0,"['r', 'u', 'chinas', 'policywhat', 'r', 'u', 'thenr', 'mind', 'indian', 'decision', 'article', 'ahow', 'thatmust', 'shamejo', 'hai', 'haimatter', 'twittercomsagarikaghose']"
317,317,526,this guy proves liberal muslim is a myth  kashmiri muslim kill rape and drive out  kashmiri hindus out of kashmir so plebiscite is easily manipulated  article     was draconian law which was discriminatory against women of the state and marginalised of the jk   twittercomhasanminhajst    …,1,"['guy', 'muslim', 'myth', 'kashmiri', 'rape', 'kashmiri', 'hindus', 'kashmir', 'plebiscite', 'article', 'law', 'women', 'state', 'twittercomhasanminhajst']"
318,318,529,govt move on  article     murder of democracy attack on indian constitution left parties are worth dead fish have no face value at all across india,1,"['govt', 'article', 'murder', 'democracy', 'attack', 'constitution', 'parties', 'fish', 'face', 'value', 'india']"
319,319,531,madam this issue is from    yearsdo    u have better solutn thn thispls do   telldo    u knw abt the history of kashmirhave u read abt accession treaty or temp  article     do u know jk also has ladakh and jammu did u hear speech of ladakh mp jamyang,1,"['madam', 'issue', 'yearsdo', 'u', 'solutn', 'thn', 'thispls', 'u', 'history', 'u', 'accession', 'treaty', 'temp', 'article', 'u', 'ladakh', 'jammu', 'speech', 'ladakh', 'mp', 'jamyang']"
320,320,533, narendramodi  respected sir please reprimand all those educated illiterate mlas and cm who are giving irresponsible statement on abrogation of  article     in kashmir this is totally ruining your positive effort to bring a positive change there regards,1,"['sir', 'mlas', 'cm', 'statement', 'abrogation', 'article', 'kashmir', 'effort', 'change']"
321,321,534,people in kashmir have no problem with the repealing of  article     its you pakistanis who are praying for their genocide so that you will get an issue you pakistanis are now completely exposed in front of the kashmiri people and the international community,1,"['people', 'kashmir', 'problem', 'repealing', 'article', 'pakistanis', 'genocide', 'issue', 'pakistanis', 'front', 'people', 'community']"
322,322,537,internal issues couldve been solved by taking peoples opinion on  article     whether we want or not not by removing it without our knowledge n dismissing state assembly n putting whole state on house arrest n who told u we dont call ourselves indian not all r same,1,"['issues', 'peoples', 'opinion', 'article', 'knowledge', 'state', 'assembly', 'state', 'house', 'arrest', 'r']"
323,323,538,i am sure barkha was more happier then ever since past  month since  article     of kashmir as she heard what she was waiting for  we have already extended our friendship hand to pakistan,1,"['barkha', 'month', 'article', 'kashmir', 'friendship', 'hand', 'pakistan']"
324,324,539,good move from the prime minister on  article     kudos,1,"['move', 'minister', 'article', 'kudos']"
325,325,540,rss chief mohan bhagwat in his first ever speech on the independence day at nagpur praised prime minister narendra modi saying its not wrong if people say that modi can make it possible it was a reference to decision on  article   ,1,"['rss', 'chief', 'mohan', 'bhagwat', 'speech', 'independence', 'day', 'nagpur', 'minister', 'narendra', 'people', 'reference', 'decision', 'article']"
326,326,542,the so called liberals and the media persons questioning the process of abrogation of  article     really need to understand this the so called stakeholders of kashmir would never have allowed the abrogation if there were taken in to consideration because of fear of losing power       …,1,"['liberals', 'media', 'persons', 'process', 'abrogation', 'article', 'stakeholders', 'kashmir', 'abrogation', 'consideration', 'fear', 'power']"
327,327,543,priyanka gandhi parrots pakistan’s words and dubs centre’s  article     move illegal are the gandhis pakistan ‘sympathisers’ join rahul shivshankar on india upfront tonight at  pm  tweet with priyankatakespakline pictwittercompvmpbdllsj,0,"['priyanka', 'gandhi', 'parrots', 'words', 'dubs', 'article', 'pakistan', 'sympathisers', 'rahul', 'shivshankar', 'india', 'tonight', 'pm', 'tweet', 'priyankatakespakline', 'pictwittercompvmpbdllsj']"
328,328,544,know the fact before you tweet  article     was mentioned as temporary  with presidential ordinance should goi ask permission from rohingyas and stone pelters there  about taking any decision fine did your father ask permission to fishermen of tn before giving away kacchateevu,1,"['fact', 'article', 'ordinance', 'permission', 'rohingyas', 'stone', 'pelters', 'decision', 'father', 'permission', 'fishermen', 'tn', 'kacchateevu']"
329,329,545,a plain question which remains unanswered  do upholders of liberty support immigration and free world now think what  article     and  stood for have always wondered what lovers of liberty and freedom of movement will stand for,1,"['question', 'upholders', 'liberty', 'support', 'immigration', 'world', 'article', 'lovers', 'liberty', 'freedom', 'movement']"
330,330,547,yes you are wrong because you’re rightin film of rajesh khanna there was one one cm all rest mlas were deputy cms president office appears to be a notional or ceremonial head of forces so a new postlike  article     temporaryso gone       …,0,"['film', 'khanna', 'cm', 'rest', 'mlas', 'cms', 'president', 'office', 'head', 'forces', 'article', 'temporaryso']"
331,331,549, kashmirwithmodi  article     and  gave terrorism separatism dynasty politics corruption to jk pakistan used it to destabilise the region  people had to give up their lives due to the toxic situation these articles created says pmvia namo app,0,"['article', 'terrorism', 'separatism', 'dynasty', 'politics', 'corruption', 'region', 'people', 'lives', 'situation', 'articles', 'namo', 'app']"
332,332,550,⁦tribune pakun has cald for the govt in new delhi to roll back the constitutional amendment under which  article     was repealedlooks pakistanis live in some virtual worldparallel universe⁦⁦⁦⁦⁦majorgauravarya ⁩ ⁦republic ⁩        …,1,"['pakun', 'cald', 'govt', 'delhi', 'amendment', 'article', 'pakistanis', 'worldparallel']"
333,333,551,every true indian opposed  article     and narendramodi  ji has made it history,1,"['article', 'history']"
